,date,catch.volume,id.ves,id.own,lower_bond,upper_bond,anomalies
10,2022-01-28,3.0,281,1263,-4.634261812375559,6.676261812375559,0
11,2022-01-29,2.232,281,1263,-4.1105118123755595,7.200011812375559,0
12,2022-01-30,2.526,281,1263,-3.509011812375559,7.801511812375559,0
13,2022-01-31,2.38,281,1263,-3.120761812375559,8.18976181237556,0
14,2022-02-04,1.547,281,1263,-3.484011812375559,7.826511812375559,0
15,2022-02-05,1.503,281,1263,-3.6662618123755593,7.644261812375559,0
16,2022-02-07,3.245,281,1263,-3.486511812375559,7.824011812375559,0
17,2022-02-08,2.134,281,1263,-3.548011812375559,7.762511812375559,0
18,2022-02-09,1.211,281,1263,-3.632011812375559,7.678511812375559,0
19,2022-02-10,0.815,281,1263,-3.804011812375559,7.506511812375559,0
20,2022-02-11,2.547,281,1263,-3.978511812375559,7.332011812375559,0
21,2022-02-12,2.038,281,1263,-4.002511812375559,7.308011812375559,0
22,2022-02-13,2.069,281,1263,-3.7880118123755593,7.5225118123755585,0
23,2022-02-14,2.659,281,1263,-3.3270118123755594,7.983511812375559,0
24,2022-02-15,0.738,281,1263,-3.7792618123755592,7.5312618123755595,0
25,2022-02-17,0.763,281,1263,-4.098011812375559,7.212511812375559,0
26,2022-02-18,2.614,281,1263,-3.961761812375559,7.348761812375559,0
27,2022-02-19,2.015,281,1263,-4.122761812375559,7.187761812375559,0
28,2022-02-20,1.531,281,1263,-3.924511812375559,7.386011812375559,0
29,2022-02-21,1.661,281,1263,-3.700011812375559,7.6105118123755595,0
30,2022-02-22,2.624,281,1263,-3.6975118123755593,7.613011812375559,0
31,2022-02-23,1.752,281,1263,-3.763261812375559,7.5472618123755595,0
32,2022-02-24,2.21,281,1263,-3.593511812375559,7.717011812375559,0
33,2022-02-25,1.514,281,1263,-3.6302618123755592,7.680261812375559,0
34,2022-02-26,2.12,281,1263,-3.756261812375559,7.554261812375559,0
35,2022-02-27,0.808,281,1263,-3.992261812375559,7.318261812375559,0
